First_pokemon,First_Name,Second_pokemon,Second_Name,Winner,Winner_Name
45,Jigglypuff,323,Azurill,323,Azurill
89,Magnemite,778,Klefki,778,Klefki
151,Omastar,238,Magcargo,151,Omastar
774,Carbink,667,Elgyem,774,Carbink
266,Larvitar,301,Swellow,301,Swellow
602,Swadloon,375,Crawdaunt,375,Crawdaunt
31,Pikachu,490,Chatot,490,Chatot
92,Doduo,182,Spinarak,92,Doduo
588,Swoobat,390,Dusclops,588,Swoobat
476,Lopunny,434,Grotle,476,Lopunny
360,Trapinch,426,Rayquaza,426,Rayquaza
101,Haunter,21,Pidgey,21,Pidgey
267,Pupitar,182,Spinarak,267,Pupitar
245,Mantine,72,Mega Alakazam,72,Mega Alakazam
10,Squirtle,17,Weedle,17,Weedle
110,Electrode,425,Primal Groudon,425,Primal Groudon
244,Delibird,177,Furret,177,Furret
209,Yanma,465,Pachirisu,465,Pachirisu
778,Klefki,760,Barbaracle,778,Klefki
192,Natu,721,Chesnaught,192,Natu
340,Mega Manectric,110,Electrode,110,Electrode
555,Snivy,443,Staravia,443,Staravia
538,Uxie,82,Graveler,538,Uxie
123,Tangela,434,Grotle,123,Tangela
597,Palpitoad,627,Carracosta,597,Palpitoad
409,Salamence,56,Diglett,409,Salamence
458,Burmy,301,Swellow,301,Swellow
65,Arcanine,644,Vanillite,65,Arcanine
584,Roggenrola,319,Loudred,319,Loudred
262,Blissey,210,Wooper,210,Wooper
116,Hitmonchan,492,Gible,116,Hitmonchan
75,Machamp,480,Glameow,480,Glameow
38,Nidoran♂,302,Wingull,302,Wingull
750,Doublade,656,Alomomola,656,Alomomola
453,Roserade,174,Croconaw,453,Roserade
375,Crawdaunt,509,Mantyke,375,Crawdaunt
791,Noibat,203,Hoppip,791,Noibat
617,Darmanitan Zen Mode,266,Larvitar,617,Darmanitan Zen Mode
480,Glameow,541,Dialga,541,Dialga
425,Primal Groudon,750,Doublade,425,Primal Groudon
325,Skitty,276,Mega Sceptile,276,Mega Sceptile
385,Kecleon,157,Articuno,157,Articuno
331,Aron,648,Sawsbuck,648,Sawsbuck
566,Lillipup,34,Sandslash,34,Sandslash
86,Slowpoke,502,Skorupi,502,Skorupi
214,Murkrow,435,Torterra,214,Murkrow
551,Shaymin Land Forme,778,Klefki,551,Shaymin Land Forme
300,Taillow,354,Camerupt,300,Taillow
438,Infernape,630,Trubbish,438,Infernape
209,Yanma,397,Glalie,209,Yanma
582,Blitzle,666,Eelektross,582,Blitzle
52,Paras,780,Trevenant,780,Trevenant
492,Gible,417,Registeel,417,Registeel
519,Magmortar,581,Unfezant,581,Unfezant
11,Wartortle,771,Sylveon,771,Sylveon
725,Froakie,340,Mega Manectric,340,Mega Manectric
286,Mightyena,313,Vigoroth,313,Vigoroth
79,Tentacool,633,Zoroark,633,Zoroark
435,Torterra,83,Golem,435,Torterra
565,Watchog,55,Venomoth,55,Venomoth
313,Vigoroth,754,Aromatisse,313,Vigoroth
247,Houndour,685,Golurk,247,Houndour
698,Larvesta,215,Slowking,698,Larvesta
76,Bellsprout,567,Herdier,567,Herdier
451,Luxray,21,Pidgey,451,Luxray
132,Mr. Mime,473,Drifloon,132,Mr. Mime
500,Hippopotas,215,Slowking,500,Hippopotas
4,Mega Venusaur,13,Mega Blastoise,4,Mega Venusaur
111,Exeggcute,188,Cleffa,111,Exeggcute
39,Nidorino,519,Magmortar,519,Magmortar
129,Seaking,303,Pelipper,129,Seaking
306,Gardevoir,39,Nidorino,306,Gardevoir
752,Aegislash Shield Forme,595,Conkeldurr,595,Conkeldurr
699,Volcarona,458,Burmy,699,Volcarona
708,Zekrom,456,Shieldon,708,Zekrom
102,Gengar,304,Ralts,102,Gengar
399,Spheal,239,Swinub,239,Swinub
37,Nidoqueen,13,Mega Blastoise,13,Mega Blastoise
498,Lucario,282,Marshtomp,498,Lucario
649,Emolga,489,Happiny,649,Emolga
535,Frost Rotom,189,Igglybuff,535,Frost Rotom
147,Jolteon,189,Igglybuff,147,Jolteon
107,Krabby,32,Raichu,32,Raichu
688,Bouffalant,350,Mega Sharpedo,350,Mega Sharpedo
559,Pignite,540,Azelf,540,Azelf
28,Fearow,44,Ninetales,44,Ninetales
277,Torchic,168,Bayleef,168,Bayleef
285,Poochyena,328,Mega Sableye,328,Mega Sableye
650,Karrablast,652,Foongus,650,Karrablast
638,Gothitelle,393,Absol,393,Absol
365,Swablu,233,Mega Heracross,233,Mega Heracross
215,Slowking,290,Silcoon,215,Slowking
576,Simipour,231,Shuckle,576,Simipour
335,Meditite,333,Aggron,335,Meditite
79,Tentacool,392,Chimecho,79,Tentacool
181,Ledian,41,Clefairy,181,Ledian
136,Magmar,546,Giratina Origin Forme,136,Magmar
208,Sunflora,685,Golurk,685,Golurk
634,Minccino,480,Glameow,480,Glameow
481,Purugly,690,Braviary,481,Purugly
262,Blissey,47,Zubat,47,Zubat
87,Slowbro,59,Persian,59,Persian
637,Gothorita,695,Deino,695,Deino
712,Kyurem Black Kyurem,74,Machoke,712,Kyurem Black Kyurem
696,Zweilous,274,Grovyle,274,Grovyle
485,Bronzor,101,Haunter,101,Haunter
484,Skuntank,661,Klink,661,Klink
721,Chesnaught,631,Garbodor,631,Garbodor
354,Camerupt,257,Hitmontop,257,Hitmontop
485,Bronzor,605,Whirlipede,605,Whirlipede
27,Spearow,798,Hoopa Confined,798,Hoopa Confined
604,Venipede,131,Starmie,131,Starmie
336,Medicham,532,Rotom,532,Rotom
298,Nuzleaf,179,Noctowl,179,Noctowl
297,Seedot,394,Mega Absol,394,Mega Absol
260,Magby,358,Grumpig,260,Magby
429,Deoxys Normal Forme,475,Buneary,429,Deoxys Normal Forme
546,Giratina Origin Forme,416,Regice,546,Giratina Origin Forme
174,Croconaw,224,Steelix,174,Croconaw
65,Arcanine,173,Totodile,65,Arcanine
793,Xerneas,247,Houndour,793,Xerneas
530,Dusknoir,437,Monferno,437,Monferno
154,Aerodactyl,650,Karrablast,154,Aerodactyl
627,Carracosta,150,Omanyte,150,Omanyte
47,Zubat,334,Mega Aggron,334,Mega Aggron
146,Vaporeon,660,Ferrothorn,660,Ferrothorn
348,Carvanha,105,Drowzee,348,Carvanha
712,Kyurem Black Kyurem,575,Panpour,712,Kyurem Black Kyurem
602,Swadloon,728,Bunnelby,728,Bunnelby
523,Glaceon,461,Wormadam Trash Cloak,523,Glaceon
347,Swalot,526,Porygon-Z,526,Porygon-Z
579,Pidove,373,Whiscash,579,Pidove
2,Ivysaur,214,Murkrow,214,Murkrow
10,Squirtle,596,Tympole,596,Tympole
531,Froslass,762,Dragalge,531,Froslass
430,DeoxysAttack Forme,516,Rhyperior,430,DeoxysAttack Forme
305,Kirlia,400,Sealeo,305,Kirlia
158,Zapdos,258,Smoochum,158,Zapdos
528,Mega Gallade,38,Nidoran♂,528,Mega Gallade
54,Venonat,600,Sawk,600,Sawk
424,Groudon,728,Bunnelby,424,Groudon
232,Heracross,333,Aggron,232,Heracross
162,Dragonite,114,Marowak,162,Dragonite
59,Persian,118,Koffing,59,Persian
632,Zorua,742,Gogoat,742,Gogoat
488,Mime Jr.,708,Zekrom,708,Zekrom
180,Ledyba,690,Braviary,690,Braviary
129,Seaking,423,Primal Kyogre,423,Primal Kyogre
162,Dragonite,439,Piplup,162,Dragonite
592,Mega Audino,267,Pupitar,267,Pupitar
727,Greninja,219,Girafarig,727,Greninja
707,Reshiram,764,Clawitzer,707,Reshiram
537,Mow Rotom,525,Mamoswine,537,Mow Rotom
798,Hoopa Confined,672,Axew,672,Axew
6,Charmeleon,47,Zubat,6,Charmeleon
421,Mega Latios,225,Mega Steelix,421,Mega Latios
703,Tornadus Incarnate Forme,732,Talonflame,732,Talonflame
743,Pancham,248,Houndoom,248,Houndoom
773,Dedenne,454,Cranidos,773,Dedenne
286,Mightyena,680,Stunfisk,286,Mightyena
541,Dialga,302,Wingull,541,Dialga
210,Wooper,686,Pawniard,686,Pawniard
503,Drapion,62,Mankey,503,Drapion
423,Primal Kyogre,734,Spewpa,423,Primal Kyogre
280,Mega Blaziken,524,Gliscor,280,Mega Blaziken
116,Hitmonchan,681,Mienfoo,116,Hitmonchan
365,Swablu,680,Stunfisk,680,Stunfisk
330,Mega Mawile,664,Tynamo,664,Tynamo
462,Mothim,463,Combee,463,Combee
242,Remoraid,325,Skitty,242,Remoraid
131,Starmie,340,Mega Manectric,340,Mega Manectric
713,Kyurem White Kyurem,794,Yveltal,794,Yveltal
234,Sneasel,667,Elgyem,234,Sneasel
270,Lugia,772,Hawlucha,772,Hawlucha
200,Azumarill,393,Absol,393,Absol
181,Ledian,351,Wailmer,181,Ledian
546,Giratina Origin Forme,350,Mega Sharpedo,350,Mega Sharpedo
665,Eelektrik,39,Nidorino,39,Nidorino
475,Buneary,402,Clamperl,475,Buneary
383,Milotic,722,Fennekin,383,Milotic
401,Walrein,580,Tranquill,580,Tranquill
123,Tangela,609,Petilil,123,Tangela
502,Skorupi,123,Tangela,502,Skorupi
98,Shellder,537,Mow Rotom,537,Mow Rotom
565,Watchog,716,Meloetta Aria Forme,716,Meloetta Aria Forme
512,Mega Abomasnow,100,Gastly,512,Mega Abomasnow
240,Piloswine,93,Dodrio,93,Dodrio
646,Vanilluxe,468,Cherubi,646,Vanilluxe
89,Magnemite,470,Shellos,89,Magnemite
438,Infernape,284,Mega Swampert,438,Infernape
125,Mega Kangaskhan,31,Pikachu,125,Mega Kangaskhan
570,Liepard,222,Dunsparce,570,Liepard
350,Mega Sharpedo,512,Mega Abomasnow,512,Mega Abomasnow
643,Swanna,42,Clefable,643,Swanna
560,Emboar,316,Ninjask,316,Ninjask
715,Keldeo Resolute Forme,343,Volbeat,715,Keldeo Resolute Forme
126,Horsea,622,Scrafty,126,Horsea
278,Combusken,184,Crobat,184,Crobat
604,Venipede,130,Staryu,130,Staryu
558,Tepig,573,Pansear,573,Pansear
411,Beldum,220,Pineco,411,Beldum
132,Mr. Mime,181,Ledian,132,Mr. Mime
592,Mega Audino,748,Meowstic Female,748,Meowstic Female
709,Landorus Incarnate Forme,260,Magby,709,Landorus Incarnate Forme
515,Lickilicky,598,Seismitoad,598,Seismitoad
576,Simipour,530,Dusknoir,576,Simipour
512,Mega Abomasnow,205,Jumpluff,512,Mega Abomasnow
268,Tyranitar,458,Burmy,268,Tyranitar
633,Zoroark,113,Cubone,633,Zoroark
368,Zangoose,101,Haunter,101,Haunter
371,Solrock,61,Golduck,61,Golduck
248,Houndoom,339,Manectric,339,Manectric
256,Tyrogue,30,Arbok,30,Arbok
691,Vullaby,593,Timburr,691,Vullaby
118,Koffing,349,Sharpedo,349,Sharpedo
216,Misdreavus,30,Arbok,216,Misdreavus
540,Azelf,545,Giratina Altered Forme,540,Azelf
664,Tynamo,13,Mega Blastoise,13,Mega Blastoise
292,Cascoon,52,Paras,52,Paras
120,Rhyhorn,256,Tyrogue,256,Tyrogue
178,Hoothoot,456,Shieldon,178,Hoothoot
148,Flareon,343,Volbeat,343,Volbeat
693,Heatmor,68,Poliwrath,68,Poliwrath
547,Cresselia,719,Chespin,547,Cresselia
93,Dodrio,738,Flabébé,93,Dodrio
664,Tynamo,398,Mega Glalie,398,Mega Glalie
347,Swalot,589,Drilbur,589,Drilbur
222,Dunsparce,568,Stoutland,568,Stoutland
349,Sharpedo,425,Primal Groudon,349,Sharpedo
166,Mew,559,Pignite,166,Mew
50,Gloom,306,Gardevoir,306,Gardevoir
361,Vibrava,716,Meloetta Aria Forme,716,Meloetta Aria Forme
226,Snubbull,509,Mantyke,226,Snubbull
2,Ivysaur,594,Gurdurr,2,Ivysaur
50,Gloom,134,Jynx,134,Jynx
459,Wormadam Plant Cloak,111,Exeggcute,111,Exeggcute
667,Elgyem,96,Grimer,667,Elgyem
260,Magby,215,Slowking,215,Slowking
380,Anorith,694,Durant,694,Durant
496,Munchlax,485,Bronzor,496,Munchlax
310,Shroomish,153,Kabutops,153,Kabutops
349,Sharpedo,663,Klinklang,349,Sharpedo
516,Rhyperior,130,Staryu,516,Rhyperior
783,Pumpkaboo Large Size,681,Mienfoo,783,Pumpkaboo Large Size
657,Joltik,355,Mega Camerupt,355,Mega Camerupt
549,Manaphy,100,Gastly,549,Manaphy
462,Mothim,690,Braviary,690,Braviary
112,Exeggutor,465,Pachirisu,465,Pachirisu
117,Lickitung,370,Lunatone,370,Lunatone
549,Manaphy,54,Venonat,549,Manaphy
478,Mismagius,593,Timburr,478,Mismagius
497,Riolu,280,Mega Blaziken,280,Mega Blaziken
766,Heliolisk,591,Audino,766,Heliolisk
677,Cryogonal,17,Weedle,677,Cryogonal
251,Phanpy,259,Elekid,251,Phanpy
53,Parasect,494,Garchomp,494,Garchomp
746,Espurr,494,Garchomp,494,Garchomp
475,Buneary,723,Braixen,475,Buneary
305,Kirlia,238,Magcargo,305,Kirlia
288,Linoone,524,Gliscor,288,Linoone
751,Aegislash Blade Forme,45,Jigglypuff,751,Aegislash Blade Forme
291,Beautifly,470,Shellos,291,Beautifly
154,Aerodactyl,325,Skitty,154,Aerodactyl
638,Gothitelle,359,Spinda,638,Gothitelle
604,Venipede,233,Mega Heracross,233,Mega Heracross
19,Beedrill,369,Seviper,19,Beedrill
526,Porygon-Z,203,Hoppip,526,Porygon-Z
129,Seaking,695,Deino,129,Seaking
215,Slowking,719,Chespin,719,Chespin
518,Electivire,118,Koffing,518,Electivire
127,Seadra,287,Zigzagoon,127,Seadra
559,Pignite,214,Murkrow,214,Murkrow
762,Dragalge,86,Slowpoke,762,Dragalge
557,Serperior,501,Hippowdon,557,Serperior
282,Marshtomp,605,Whirlipede,282,Marshtomp
307,Mega Gardevoir,149,Porygon,307,Mega Gardevoir
425,Primal Groudon,390,Dusclops,425,Primal Groudon
612,Sandile,731,Fletchinder,731,Fletchinder
387,Banette,311,Breloom,311,Breloom
143,Lapras,116,Hitmonchan,116,Hitmonchan
340,Mega Manectric,268,Tyranitar,340,Mega Manectric
14,Caterpie,162,Dragonite,162,Dragonite
570,Liepard,492,Gible,570,Liepard
549,Manaphy,127,Seadra,549,Manaphy
484,Skuntank,212,Espeon,212,Espeon
524,Gliscor,222,Dunsparce,524,Gliscor
400,Sealeo,151,Omastar,151,Omastar
375,Crawdaunt,255,Smeargle,255,Smeargle
738,Flabébé,176,Sentret,738,Flabébé
116,Hitmonchan,490,Chatot,490,Chatot
2,Ivysaur,394,Mega Absol,394,Mega Absol
369,Seviper,505,Toxicroak,505,Toxicroak
283,Swampert,254,Stantler,254,Stantler
545,Giratina Altered Forme,241,Corsola,545,Giratina Altered Forme
49,Oddish,268,Tyranitar,268,Tyranitar
522,Leafeon,177,Furret,522,Leafeon
699,Volcarona,225,Mega Steelix,225,Mega Steelix
160,Dratini,398,Mega Glalie,398,Mega Glalie
579,Pidove,691,Vullaby,691,Vullaby
337,Mega Medicham,494,Garchomp,494,Garchomp
465,Pachirisu,536,Fan Rotom,465,Pachirisu
768,Tyrantrum,738,Flabébé,768,Tyrantrum
541,Dialga,233,Mega Heracross,541,Dialga
462,Mothim,259,Elekid,259,Elekid
569,Purrloin,796,Diancie,569,Purrloin
145,Eevee,148,Flareon,148,Flareon
306,Gardevoir,290,Silcoon,306,Gardevoir
581,Unfezant,549,Manaphy,549,Manaphy
81,Geodude,70,Kadabra,81,Geodude
179,Noctowl,517,Tangrowth,179,Noctowl
147,Jolteon,629,Archeops,147,Jolteon
274,Grovyle,302,Wingull,274,Grovyle
621,Scraggy,271,Ho-oh,271,Ho-oh
669,Litwick,318,Whismur,318,Whismur
533,Heat Rotom,754,Aromatisse,533,Heat Rotom
487,Bonsly,527,Gallade,527,Gallade
385,Kecleon,160,Dratini,160,Dratini
49,Oddish,636,Gothita,636,Gothita
793,Xerneas,372,Barboach,793,Xerneas
93,Dodrio,477,Mega Lopunny,477,Mega Lopunny
572,Simisage,353,Numel,572,Simisage
422,Kyogre,132,Mr. Mime,132,Mr. Mime
296,Ludicolo,599,Throh,296,Ludicolo
771,Sylveon,323,Azurill,771,Sylveon
385,Kecleon,323,Azurill,385,Kecleon
523,Glaceon,519,Magmortar,519,Magmortar
390,Dusclops,747,Meowstic Male,747,Meowstic Male
698,Larvesta,98,Shellder,698,Larvesta
472,Ambipom,295,Lombre,472,Ambipom
667,Elgyem,797,Mega Diancie,797,Mega Diancie
643,Swanna,620,Crustle,643,Swanna
450,Luxio,700,Cobalion,700,Cobalion
583,Zebstrika,450,Luxio,583,Zebstrika
247,Houndour,7,Charizard,7,Charizard
614,Krookodile,638,Gothitelle,614,Krookodile
15,Metapod,182,Spinarak,182,Spinarak
624,Yamask,68,Poliwrath,68,Poliwrath
281,Mudkip,716,Meloetta Aria Forme,716,Meloetta Aria Forme
167,Chikorita,761,Skrelp,167,Chikorita
157,Articuno,141,Gyarados,157,Articuno
175,Feraligatr,697,Hydreigon,697,Hydreigon
791,Noibat,85,Rapidash,85,Rapidash
54,Venonat,214,Murkrow,214,Murkrow
50,Gloom,406,Luvdisc,50,Gloom
585,Boldore,463,Combee,585,Boldore
675,Cubchoo,343,Volbeat,343,Volbeat
369,Seviper,392,Chimecho,392,Chimecho
30,Arbok,198,Bellossom,30,Arbok
406,Luvdisc,403,Huntail,403,Huntail
627,Carracosta,173,Totodile,173,Totodile
671,Chandelure,395,Wynaut,671,Chandelure
359,Spinda,657,Joltik,657,Joltik
117,Lickitung,707,Reshiram,707,Reshiram
654,Frillish,164,Mega Mewtwo X,654,Frillish
86,Slowpoke,377,Claydol,86,Slowpoke
699,Volcarona,454,Cranidos,699,Volcarona
440,Prinplup,615,Darumaka,615,Darumaka
406,Luvdisc,542,Palkia,542,Palkia
604,Venipede,142,Mega Gyarados,142,Mega Gyarados
231,Shuckle,209,Yanma,209,Yanma
441,Empoleon,337,Mega Medicham,337,Mega Medicham
116,Hitmonchan,790,Avalugg,116,Hitmonchan
305,Kirlia,752,Aegislash Shield Forme,752,Aegislash Shield Forme
40,Nidoking,226,Snubbull,40,Nidoking
514,Magnezone,602,Swadloon,514,Magnezone
629,Archeops,74,Machoke,629,Archeops
217,Unown,628,Archen,628,Archen
261,Miltank,24,Mega Pidgeot,24,Mega Pidgeot
613,Krokorok,189,Igglybuff,613,Krokorok
597,Palpitoad,386,Shuppet,597,Palpitoad
555,Snivy,682,Mienshao,682,Mienshao
165,Mega Mewtwo Y,515,Lickilicky,165,Mega Mewtwo Y
766,Heliolisk,395,Wynaut,766,Heliolisk
493,Gabite,378,Lileep,493,Gabite
339,Manectric,460,Wormadam Sandy Cloak,339,Manectric
47,Zubat,711,Kyurem,711,Kyurem
619,Dwebble,451,Luxray,451,Luxray
105,Drowzee,599,Throh,599,Throh
692,Mandibuzz,126,Horsea,692,Mandibuzz
74,Machoke,693,Heatmor,693,Heatmor
45,Jigglypuff,315,Nincada,315,Nincada
596,Tympole,770,Aurorus,596,Tympole
595,Conkeldurr,392,Chimecho,392,Chimecho
102,Gengar,54,Venonat,102,Gengar
742,Gogoat,666,Eelektross,742,Gogoat
343,Volbeat,407,Bagon,343,Volbeat
438,Infernape,604,Venipede,438,Infernape
111,Exeggcute,294,Lotad,111,Exeggcute
468,Cherubi,342,Minun,342,Minun
528,Mega Gallade,794,Yveltal,794,Yveltal
513,Weavile,461,Wormadam Trash Cloak,513,Weavile
424,Groudon,604,Venipede,424,Groudon
383,Milotic,536,Fan Rotom,536,Fan Rotom
56,Diglett,795,Zygarde Half Forme,795,Zygarde Half Forme
292,Cascoon,246,Skarmory,246,Skarmory
593,Timburr,332,Lairon,332,Lairon
352,Wailord,697,Hydreigon,697,Hydreigon
520,Togekiss,184,Crobat,184,Crobat
504,Croagunk,426,Rayquaza,426,Rayquaza
21,Pidgey,602,Swadloon,21,Pidgey
343,Volbeat,622,Scrafty,343,Volbeat
224,Steelix,228,Qwilfish,228,Qwilfish
160,Dratini,354,Camerupt,160,Dratini
490,Chatot,24,Mega Pidgeot,24,Mega Pidgeot
158,Zapdos,274,Grovyle,158,Zapdos
713,Kyurem White Kyurem,331,Aron,713,Kyurem White Kyurem
414,Mega Metagross,518,Electivire,414,Mega Metagross
141,Gyarados,538,Uxie,538,Uxie
713,Kyurem White Kyurem,218,Wobbuffet,713,Kyurem White Kyurem
273,Treecko,765,Helioptile,765,Helioptile
97,Muk,701,Terrakion,701,Terrakion
603,Leavanny,452,Budew,603,Leavanny
514,Magnezone,640,Duosion,514,Magnezone
542,Palkia,615,Darumaka,542,Palkia
63,,399,Spheal,63,
676,Beartic,142,Mega Gyarados,142,Mega Gyarados
274,Grovyle,615,Darumaka,615,Darumaka
792,Noivern,498,Lucario,792,Noivern
586,Gigalith,751,Aegislash Blade Forme,751,Aegislash Blade Forme
495,Mega Garchomp,489,Happiny,495,Mega Garchomp
280,Mega Blaziken,83,Golem,280,Mega Blaziken
291,Beautifly,54,Venonat,291,Beautifly
73,Machop,415,Regirock,415,Regirock
531,Froslass,659,Ferroseed,531,Froslass
230,Mega Scizor,674,Haxorus,674,Haxorus
455,Rampardos,531,Froslass,531,Froslass
662,Klang,382,Feebas,662,Klang
464,Vespiquen,751,Aegislash Blade Forme,751,Aegislash Blade Forme
572,Simisage,102,Gengar,102,Gengar
213,Umbreon,232,Heracross,232,Heracross
591,Audino,100,Gastly,100,Gastly
470,Shellos,258,Smoochum,258,Smoochum
720,Quilladin,243,Octillery,720,Quilladin
381,Armaldo,783,Pumpkaboo Large Size,783,Pumpkaboo Large Size
157,Articuno,525,Mamoswine,157,Articuno
1,Bulbasaur,687,Bisharp,687,Bisharp
376,Baltoy,301,Swellow,301,Swellow
665,Eelektrik,567,Herdier,567,Herdier
790,Avalugg,124,Kangaskhan,124,Kangaskhan
356,Torkoal,436,Chimchar,436,Chimchar
715,Keldeo Resolute Forme,442,Starly,715,Keldeo Resolute Forme
415,Regirock,732,Talonflame,415,Regirock
216,Misdreavus,195,Flaaffy,216,Misdreavus
520,Togekiss,700,Cobalion,700,Cobalion
191,Togetic,116,Hitmonchan,116,Hitmonchan
227,Granbull,573,Pansear,573,Pansear
83,Golem,742,Gogoat,742,Gogoat
661,Klink,366,Altaria,366,Altaria
767,Tyrunt,15,Metapod,767,Tyrunt
567,Herdier,217,Unown,567,Herdier
276,Mega Sceptile,619,Dwebble,276,Mega Sceptile
371,Solrock,31,Pikachu,31,Pikachu
163,Mewtwo,470,Shellos,163,Mewtwo
696,Zweilous,576,Simipour,576,Simipour
163,Mewtwo,132,Mr. Mime,163,Mewtwo
496,Munchlax,319,Loudred,496,Munchlax
676,Beartic,614,Krookodile,614,Krookodile
164,Mega Mewtwo X,141,Gyarados,164,Mega Mewtwo X
639,Solosis,562,Dewott,562,Dewott
138,Mega Pinsir,233,Mega Heracross,138,Mega Pinsir
283,Swampert,413,Metagross,413,Metagross
227,Granbull,32,Raichu,32,Raichu
606,Scolipede,360,Trapinch,606,Scolipede
429,Deoxys Normal Forme,375,Crawdaunt,429,Deoxys Normal Forme
286,Mightyena,21,Pidgey,286,Mightyena
800,Volcanion,422,Kyogre,422,Kyogre
498,Lucario,199,Marill,498,Lucario
214,Murkrow,380,Anorith,214,Murkrow
679,Accelgor,94,Seel,679,Accelgor
602,Swadloon,150,Omanyte,602,Swadloon
163,Mewtwo,675,Cubchoo,163,Mewtwo
684,Golett,467,Floatzel,467,Floatzel
368,Zangoose,376,Baltoy,368,Zangoose
137,Pinsir,153,Kabutops,137,Pinsir
744,Pangoro,248,Houndoom,248,Houndoom
283,Swampert,336,Medicham,336,Medicham
282,Marshtomp,288,Linoone,288,Linoone
710,Landorus Therian Forme,646,Vanilluxe,710,Landorus Therian Forme
713,Kyurem White Kyurem,250,Kingdra,713,Kyurem White Kyurem
654,Frillish,56,Diglett,56,Diglett
1,Bulbasaur,557,Serperior,557,Serperior
543,Heatran,762,Dragalge,543,Heatran
130,Staryu,341,Plusle,341,Plusle
65,Arcanine,523,Glaceon,65,Arcanine
175,Feraligatr,563,Samurott,175,Feraligatr
157,Articuno,25,Rattata,157,Articuno
308,Surskit,110,Electrode,110,Electrode
107,Krabby,213,Umbreon,213,Umbreon
150,Omanyte,717,Meloetta Pirouette Forme,717,Meloetta Pirouette Forme
5,Charmander,117,Lickitung,5,Charmander
173,Totodile,576,Simipour,576,Simipour
296,Ludicolo,412,Metang,296,Ludicolo
749,Honedge,682,Mienshao,682,Mienshao
285,Poochyena,44,Ninetales,44,Ninetales
494,Garchomp,384,Castform,494,Garchomp
31,Pikachu,692,Mandibuzz,31,Pikachu
657,Joltik,402,Clamperl,657,Joltik
483,Stunky,678,Shelmet,483,Stunky
372,Barboach,607,Cottonee,607,Cottonee
734,Spewpa,724,Delphox,724,Delphox
268,Tyranitar,441,Empoleon,268,Tyranitar
192,Natu,21,Pidgey,192,Natu
62,Mankey,576,Simipour,576,Simipour
369,Seviper,447,Kricketot,369,Seviper
344,Illumise,323,Azurill,344,Illumise
299,Shiftry,410,Mega Salamence,410,Mega Salamence
689,Rufflet,137,Pinsir,137,Pinsir
426,Rayquaza,83,Golem,426,Rayquaza
4,Mega Venusaur,307,Mega Gardevoir,307,Mega Gardevoir
54,Venonat,460,Wormadam Sandy Cloak,54,Venonat
717,Meloetta Pirouette Forme,177,Furret,717,Meloetta Pirouette Forme
118,Koffing,739,Floette,739,Floette
350,Mega Sharpedo,4,Mega Venusaur,350,Mega Sharpedo
325,Skitty,299,Shiftry,299,Shiftry
327,Sableye,406,Luvdisc,406,Luvdisc
491,Spiritomb,642,Ducklett,642,Ducklett
763,Clauncher,490,Chatot,490,Chatot
694,Durant,565,Watchog,694,Durant
199,Marill,231,Shuckle,199,Marill
16,Butterfree,55,Venomoth,55,Venomoth
451,Luxray,598,Seismitoad,598,Seismitoad
52,Paras,6,Charmeleon,6,Charmeleon
788,Gourgeist Super Size,428,Jirachi,428,Jirachi
484,Skuntank,451,Luxray,484,Skuntank
101,Haunter,518,Electivire,518,Electivire
249,Mega Houndoom,797,Mega Diancie,249,Mega Houndoom
670,Lampent,131,Starmie,131,Starmie
715,Keldeo Resolute Forme,73,Machop,715,Keldeo Resolute Forme
789,Bergmite,156,Snorlax,156,Snorlax
350,Mega Sharpedo,749,Honedge,350,Mega Sharpedo
551,Shaymin Land Forme,772,Hawlucha,772,Hawlucha
368,Zangoose,344,Illumise,368,Zangoose
232,Heracross,405,Relicanth,232,Heracross
421,Mega Latios,156,Snorlax,421,Mega Latios
103,Mega Gengar,465,Pachirisu,103,Mega Gengar
581,Unfezant,299,Shiftry,581,Unfezant
743,Pancham,421,Mega Latios,421,Mega Latios
171,Quilava,455,Rampardos,455,Rampardos
142,Mega Gyarados,562,Dewott,142,Mega Gyarados
656,Alomomola,37,Nidoqueen,37,Nidoqueen
680,Stunfisk,721,Chesnaught,721,Chesnaught
362,Flygon,528,Mega Gallade,528,Mega Gallade
453,Roserade,561,Oshawott,453,Roserade
344,Illumise,173,Totodile,344,Illumise
526,Porygon-Z,701,Terrakion,701,Terrakion
525,Mamoswine,81,Geodude,525,Mamoswine
365,Swablu,244,Delibird,244,Delibird
295,Lombre,290,Silcoon,295,Lombre
307,Mega Gardevoir,113,Cubone,307,Mega Gardevoir
595,Conkeldurr,401,Walrein,401,Walrein
549,Manaphy,600,Sawk,549,Manaphy
243,Octillery,197,Mega Ampharos,197,Mega Ampharos
703,Tornadus Incarnate Forme,426,Rayquaza,703,Tornadus Incarnate Forme
587,Woobat,461,Wormadam Trash Cloak,461,Wormadam Trash Cloak
82,Graveler,278,Combusken,278,Combusken
583,Zebstrika,545,Giratina Altered Forme,583,Zebstrika
420,Latios,394,Mega Absol,394,Mega Absol
131,Starmie,513,Weavile,513,Weavile
375,Crawdaunt,505,Toxicroak,505,Toxicroak
209,Yanma,115,Hitmonlee,209,Yanma
215,Slowking,601,Sewaddle,601,Sewaddle
503,Drapion,662,Klang,662,Klang
