First_pokemon,First_Name,Second_pokemon,Second_Name,Winner,Winner_Name,Winner_bool
195,Flaaffy,607,Cottonee,607,Cottonee,0
528,Mega Gallade,327,Sableye,327,Sableye,0
127,Seadra,81,Geodude,127,Seadra,1
698,Larvesta,336,Medicham,336,Medicham,0
422,Kyogre,705,Thundurus Incarnate Forme,705,Thundurus Incarnate Forme,0
432,Deoxys Speed Forme,397,Glalie,432,Deoxys Speed Forme,1
409,Salamence,376,Baltoy,409,Salamence,1
582,Blitzle,424,Groudon,424,Groudon,0
521,Yanmega,268,Tyranitar,521,Yanmega,1
304,Ralts,708,Zekrom,708,Zekrom,0
385,Kecleon,492,Gible,492,Gible,0
560,Emboar,70,Kadabra,560,Emboar,1
545,Giratina Altered Forme,149,Porygon,149,Porygon,0
68,Poliwrath,362,Flygon,362,Flygon,0
672,Axew,732,Talonflame,732,Talonflame,0
632,Zorua,14,Caterpie,632,Zorua,1
641,Reuniclus,341,Plusle,341,Plusle,0
365,Swablu,428,Jirachi,428,Jirachi,0
594,Gurdurr,425,Primal Groudon,425,Primal Groudon,0
764,Clawitzer,529,Probopass,764,Clawitzer,1
397,Glalie,161,Dragonair,397,Glalie,1
111,Exeggcute,670,Lampent,670,Lampent,0
219,Girafarig,738,Flabébé,219,Girafarig,1
408,Shelgon,647,Deerling,647,Deerling,0
516,Rhyperior,107,Krabby,107,Krabby,0
622,Scrafty,736,Litleo,736,Litleo,0
212,Espeon,128,Goldeen,212,Espeon,1
685,Golurk,648,Sawsbuck,648,Sawsbuck,0
406,Luvdisc,420,Latios,420,Latios,0
501,Hippowdon,689,Rufflet,689,Rufflet,0
533,Heat Rotom,211,Quagsire,533,Heat Rotom,1
413,Metagross,580,Tranquill,413,Metagross,1
74,Machoke,277,Torchic,277,Torchic,0
460,Wormadam Sandy Cloak,713,Kyurem White Kyurem,713,Kyurem White Kyurem,0
450,Luxio,8,Mega Charizard X,8,Mega Charizard X,0
376,Baltoy,196,Ampharos,196,Ampharos,0
292,Cascoon,510,Snover,510,Snover,0
282,Marshtomp,186,Lanturn,282,Marshtomp,1
384,Castform,699,Volcarona,699,Volcarona,0
295,Lombre,741,Skiddo,741,Skiddo,0
346,Gulpin,790,Avalugg,346,Gulpin,1
269,Mega Tyranitar,187,Pichu,269,Mega Tyranitar,1
45,Jigglypuff,323,Azurill,323,Azurill,0
89,Magnemite,778,Klefki,778,Klefki,0
151,Omastar,238,Magcargo,151,Omastar,1
774,Carbink,667,Elgyem,774,Carbink,1
266,Larvitar,301,Swellow,301,Swellow,0
602,Swadloon,375,Crawdaunt,375,Crawdaunt,0
31,Pikachu,490,Chatot,490,Chatot,0
92,Doduo,182,Spinarak,92,Doduo,1
588,Swoobat,390,Dusclops,588,Swoobat,1
476,Lopunny,434,Grotle,476,Lopunny,1
360,Trapinch,426,Rayquaza,426,Rayquaza,0
101,Haunter,21,Pidgey,21,Pidgey,0
267,Pupitar,182,Spinarak,267,Pupitar,1
245,Mantine,72,Mega Alakazam,72,Mega Alakazam,0
10,Squirtle,17,Weedle,17,Weedle,0
110,Electrode,425,Primal Groudon,425,Primal Groudon,0
244,Delibird,177,Furret,177,Furret,0
209,Yanma,465,Pachirisu,465,Pachirisu,0
778,Klefki,760,Barbaracle,778,Klefki,1
192,Natu,721,Chesnaught,192,Natu,1
340,Mega Manectric,110,Electrode,110,Electrode,0
555,Snivy,443,Staravia,443,Staravia,0
538,Uxie,82,Graveler,538,Uxie,1
123,Tangela,434,Grotle,123,Tangela,1
597,Palpitoad,627,Carracosta,597,Palpitoad,1
409,Salamence,56,Diglett,409,Salamence,1
458,Burmy,301,Swellow,301,Swellow,0
65,Arcanine,644,Vanillite,65,Arcanine,1
584,Roggenrola,319,Loudred,319,Loudred,0
262,Blissey,210,Wooper,210,Wooper,0
116,Hitmonchan,492,Gible,116,Hitmonchan,1
75,Machamp,480,Glameow,480,Glameow,0
38,Nidoran♂,302,Wingull,302,Wingull,0
750,Doublade,656,Alomomola,656,Alomomola,0
453,Roserade,174,Croconaw,453,Roserade,1
375,Crawdaunt,509,Mantyke,375,Crawdaunt,1
791,Noibat,203,Hoppip,791,Noibat,1
617,Darmanitan Zen Mode,266,Larvitar,617,Darmanitan Zen Mode,1
480,Glameow,541,Dialga,541,Dialga,0
425,Primal Groudon,750,Doublade,425,Primal Groudon,1
325,Skitty,276,Mega Sceptile,276,Mega Sceptile,0
385,Kecleon,157,Articuno,157,Articuno,0
331,Aron,648,Sawsbuck,648,Sawsbuck,0
566,Lillipup,34,Sandslash,34,Sandslash,0
86,Slowpoke,502,Skorupi,502,Skorupi,0
214,Murkrow,435,Torterra,214,Murkrow,1
551,Shaymin Land Forme,778,Klefki,551,Shaymin Land Forme,1
300,Taillow,354,Camerupt,300,Taillow,1
438,Infernape,630,Trubbish,438,Infernape,1
209,Yanma,397,Glalie,209,Yanma,1
582,Blitzle,666,Eelektross,582,Blitzle,1
52,Paras,780,Trevenant,780,Trevenant,0
492,Gible,417,Registeel,417,Registeel,0
519,Magmortar,581,Unfezant,581,Unfezant,0
11,Wartortle,771,Sylveon,771,Sylveon,0
725,Froakie,340,Mega Manectric,340,Mega Manectric,0
286,Mightyena,313,Vigoroth,313,Vigoroth,0
79,Tentacool,633,Zoroark,633,Zoroark,0
435,Torterra,83,Golem,435,Torterra,1
565,Watchog,55,Venomoth,55,Venomoth,0
313,Vigoroth,754,Aromatisse,313,Vigoroth,1
247,Houndour,685,Golurk,247,Houndour,1
698,Larvesta,215,Slowking,698,Larvesta,1
76,Bellsprout,567,Herdier,567,Herdier,0
451,Luxray,21,Pidgey,451,Luxray,1
132,Mr. Mime,473,Drifloon,132,Mr. Mime,1
500,Hippopotas,215,Slowking,500,Hippopotas,1
4,Mega Venusaur,13,Mega Blastoise,4,Mega Venusaur,1
111,Exeggcute,188,Cleffa,111,Exeggcute,1
39,Nidorino,519,Magmortar,519,Magmortar,0
129,Seaking,303,Pelipper,129,Seaking,1
306,Gardevoir,39,Nidorino,306,Gardevoir,1
752,Aegislash Shield Forme,595,Conkeldurr,595,Conkeldurr,0
699,Volcarona,458,Burmy,699,Volcarona,1
708,Zekrom,456,Shieldon,708,Zekrom,1
102,Gengar,304,Ralts,102,Gengar,1
399,Spheal,239,Swinub,239,Swinub,0
37,Nidoqueen,13,Mega Blastoise,13,Mega Blastoise,0
498,Lucario,282,Marshtomp,498,Lucario,1
649,Emolga,489,Happiny,649,Emolga,1
535,Frost Rotom,189,Igglybuff,535,Frost Rotom,1
147,Jolteon,189,Igglybuff,147,Jolteon,1
107,Krabby,32,Raichu,32,Raichu,0
688,Bouffalant,350,Mega Sharpedo,350,Mega Sharpedo,0
559,Pignite,540,Azelf,540,Azelf,0
28,Fearow,44,Ninetales,44,Ninetales,0
277,Torchic,168,Bayleef,168,Bayleef,0
285,Poochyena,328,Mega Sableye,328,Mega Sableye,0
650,Karrablast,652,Foongus,650,Karrablast,1
638,Gothitelle,393,Absol,393,Absol,0
365,Swablu,233,Mega Heracross,233,Mega Heracross,0
215,Slowking,290,Silcoon,215,Slowking,1
576,Simipour,231,Shuckle,576,Simipour,1
335,Meditite,333,Aggron,335,Meditite,1
79,Tentacool,392,Chimecho,79,Tentacool,1
181,Ledian,41,Clefairy,181,Ledian,1
136,Magmar,546,Giratina Origin Forme,136,Magmar,1
208,Sunflora,685,Golurk,685,Golurk,0
634,Minccino,480,Glameow,480,Glameow,0
481,Purugly,690,Braviary,481,Purugly,1
262,Blissey,47,Zubat,47,Zubat,0
87,Slowbro,59,Persian,59,Persian,0
637,Gothorita,695,Deino,695,Deino,0
712,Kyurem Black Kyurem,74,Machoke,712,Kyurem Black Kyurem,1
696,Zweilous,274,Grovyle,274,Grovyle,0
485,Bronzor,101,Haunter,101,Haunter,0
484,Skuntank,661,Klink,661,Klink,0
721,Chesnaught,631,Garbodor,631,Garbodor,0
354,Camerupt,257,Hitmontop,257,Hitmontop,0
485,Bronzor,605,Whirlipede,605,Whirlipede,0
27,Spearow,798,Hoopa Confined,798,Hoopa Confined,0
604,Venipede,131,Starmie,131,Starmie,0
336,Medicham,532,Rotom,532,Rotom,0
298,Nuzleaf,179,Noctowl,179,Noctowl,0
297,Seedot,394,Mega Absol,394,Mega Absol,0
260,Magby,358,Grumpig,260,Magby,1
429,Deoxys Normal Forme,475,Buneary,429,Deoxys Normal Forme,1
546,Giratina Origin Forme,416,Regice,546,Giratina Origin Forme,1
174,Croconaw,224,Steelix,174,Croconaw,1
65,Arcanine,173,Totodile,65,Arcanine,1
793,Xerneas,247,Houndour,793,Xerneas,1
530,Dusknoir,437,Monferno,437,Monferno,0
154,Aerodactyl,650,Karrablast,154,Aerodactyl,1
627,Carracosta,150,Omanyte,150,Omanyte,0
47,Zubat,334,Mega Aggron,334,Mega Aggron,0
146,Vaporeon,660,Ferrothorn,660,Ferrothorn,0
348,Carvanha,105,Drowzee,348,Carvanha,1
712,Kyurem Black Kyurem,575,Panpour,712,Kyurem Black Kyurem,1
602,Swadloon,728,Bunnelby,728,Bunnelby,0
523,Glaceon,461,Wormadam Trash Cloak,523,Glaceon,1
347,Swalot,526,Porygon-Z,526,Porygon-Z,0
579,Pidove,373,Whiscash,579,Pidove,1
2,Ivysaur,214,Murkrow,214,Murkrow,0
10,Squirtle,596,Tympole,596,Tympole,0
531,Froslass,762,Dragalge,531,Froslass,1
430,DeoxysAttack Forme,516,Rhyperior,430,DeoxysAttack Forme,1
305,Kirlia,400,Sealeo,305,Kirlia,1
158,Zapdos,258,Smoochum,158,Zapdos,1
528,Mega Gallade,38,Nidoran♂,528,Mega Gallade,1
54,Venonat,600,Sawk,600,Sawk,0
424,Groudon,728,Bunnelby,424,Groudon,1
232,Heracross,333,Aggron,232,Heracross,1
162,Dragonite,114,Marowak,162,Dragonite,1
59,Persian,118,Koffing,59,Persian,1
632,Zorua,742,Gogoat,742,Gogoat,0
488,Mime Jr.,708,Zekrom,708,Zekrom,0
180,Ledyba,690,Braviary,690,Braviary,0
129,Seaking,423,Primal Kyogre,423,Primal Kyogre,0
162,Dragonite,439,Piplup,162,Dragonite,1
592,Mega Audino,267,Pupitar,267,Pupitar,0
727,Greninja,219,Girafarig,727,Greninja,1
707,Reshiram,764,Clawitzer,707,Reshiram,1
537,Mow Rotom,525,Mamoswine,537,Mow Rotom,1
798,Hoopa Confined,672,Axew,672,Axew,0
6,Charmeleon,47,Zubat,6,Charmeleon,1
421,Mega Latios,225,Mega Steelix,421,Mega Latios,1
703,Tornadus Incarnate Forme,732,Talonflame,732,Talonflame,0
743,Pancham,248,Houndoom,248,Houndoom,0
773,Dedenne,454,Cranidos,773,Dedenne,1
286,Mightyena,680,Stunfisk,286,Mightyena,1
541,Dialga,302,Wingull,541,Dialga,1
210,Wooper,686,Pawniard,686,Pawniard,0
503,Drapion,62,Mankey,503,Drapion,1
423,Primal Kyogre,734,Spewpa,423,Primal Kyogre,1
280,Mega Blaziken,524,Gliscor,280,Mega Blaziken,1
116,Hitmonchan,681,Mienfoo,116,Hitmonchan,1
365,Swablu,680,Stunfisk,680,Stunfisk,0
330,Mega Mawile,664,Tynamo,664,Tynamo,0
462,Mothim,463,Combee,463,Combee,0
242,Remoraid,325,Skitty,242,Remoraid,1
131,Starmie,340,Mega Manectric,340,Mega Manectric,0
713,Kyurem White Kyurem,794,Yveltal,794,Yveltal,0
234,Sneasel,667,Elgyem,234,Sneasel,1
270,Lugia,772,Hawlucha,772,Hawlucha,0
200,Azumarill,393,Absol,393,Absol,0
181,Ledian,351,Wailmer,181,Ledian,1
546,Giratina Origin Forme,350,Mega Sharpedo,350,Mega Sharpedo,0
665,Eelektrik,39,Nidorino,39,Nidorino,0
475,Buneary,402,Clamperl,475,Buneary,1
383,Milotic,722,Fennekin,383,Milotic,1
401,Walrein,580,Tranquill,580,Tranquill,0
123,Tangela,609,Petilil,123,Tangela,1
502,Skorupi,123,Tangela,502,Skorupi,1
98,Shellder,537,Mow Rotom,537,Mow Rotom,0
565,Watchog,716,Meloetta Aria Forme,716,Meloetta Aria Forme,0
512,Mega Abomasnow,100,Gastly,512,Mega Abomasnow,1
240,Piloswine,93,Dodrio,93,Dodrio,0
646,Vanilluxe,468,Cherubi,646,Vanilluxe,1
89,Magnemite,470,Shellos,89,Magnemite,1
438,Infernape,284,Mega Swampert,438,Infernape,1
125,Mega Kangaskhan,31,Pikachu,125,Mega Kangaskhan,1
570,Liepard,222,Dunsparce,570,Liepard,1
350,Mega Sharpedo,512,Mega Abomasnow,512,Mega Abomasnow,0
643,Swanna,42,Clefable,643,Swanna,1
560,Emboar,316,Ninjask,316,Ninjask,0
715,Keldeo Resolute Forme,343,Volbeat,715,Keldeo Resolute Forme,1
126,Horsea,622,Scrafty,126,Horsea,1
278,Combusken,184,Crobat,184,Crobat,0
604,Venipede,130,Staryu,130,Staryu,0
558,Tepig,573,Pansear,573,Pansear,0
411,Beldum,220,Pineco,411,Beldum,1
132,Mr. Mime,181,Ledian,132,Mr. Mime,1
592,Mega Audino,748,Meowstic Female,748,Meowstic Female,0
709,Landorus Incarnate Forme,260,Magby,709,Landorus Incarnate Forme,1
515,Lickilicky,598,Seismitoad,598,Seismitoad,0
576,Simipour,530,Dusknoir,576,Simipour,1
512,Mega Abomasnow,205,Jumpluff,512,Mega Abomasnow,1
268,Tyranitar,458,Burmy,268,Tyranitar,1
633,Zoroark,113,Cubone,633,Zoroark,1
368,Zangoose,101,Haunter,101,Haunter,0
371,Solrock,61,Golduck,61,Golduck,0
248,Houndoom,339,Manectric,339,Manectric,0
256,Tyrogue,30,Arbok,30,Arbok,0
691,Vullaby,593,Timburr,691,Vullaby,1
118,Koffing,349,Sharpedo,349,Sharpedo,0
216,Misdreavus,30,Arbok,216,Misdreavus,1
540,Azelf,545,Giratina Altered Forme,540,Azelf,1
664,Tynamo,13,Mega Blastoise,13,Mega Blastoise,0
292,Cascoon,52,Paras,52,Paras,0
120,Rhyhorn,256,Tyrogue,256,Tyrogue,0
178,Hoothoot,456,Shieldon,178,Hoothoot,1
148,Flareon,343,Volbeat,343,Volbeat,0
693,Heatmor,68,Poliwrath,68,Poliwrath,0
547,Cresselia,719,Chespin,547,Cresselia,1
93,Dodrio,738,Flabébé,93,Dodrio,1
664,Tynamo,398,Mega Glalie,398,Mega Glalie,0
347,Swalot,589,Drilbur,589,Drilbur,0
222,Dunsparce,568,Stoutland,568,Stoutland,0
349,Sharpedo,425,Primal Groudon,349,Sharpedo,1
166,Mew,559,Pignite,166,Mew,1
50,Gloom,306,Gardevoir,306,Gardevoir,0
361,Vibrava,716,Meloetta Aria Forme,716,Meloetta Aria Forme,0
226,Snubbull,509,Mantyke,226,Snubbull,1
2,Ivysaur,594,Gurdurr,2,Ivysaur,1
50,Gloom,134,Jynx,134,Jynx,0
459,Wormadam Plant Cloak,111,Exeggcute,111,Exeggcute,0
667,Elgyem,96,Grimer,667,Elgyem,1
260,Magby,215,Slowking,215,Slowking,0
380,Anorith,694,Durant,694,Durant,0
496,Munchlax,485,Bronzor,496,Munchlax,1
310,Shroomish,153,Kabutops,153,Kabutops,0
349,Sharpedo,663,Klinklang,349,Sharpedo,1
516,Rhyperior,130,Staryu,516,Rhyperior,1
783,Pumpkaboo Large Size,681,Mienfoo,783,Pumpkaboo Large Size,1
657,Joltik,355,Mega Camerupt,355,Mega Camerupt,0
549,Manaphy,100,Gastly,549,Manaphy,1
462,Mothim,690,Braviary,690,Braviary,0
112,Exeggutor,465,Pachirisu,465,Pachirisu,0
117,Lickitung,370,Lunatone,370,Lunatone,0
549,Manaphy,54,Venonat,549,Manaphy,1
478,Mismagius,593,Timburr,478,Mismagius,1
497,Riolu,280,Mega Blaziken,280,Mega Blaziken,0
766,Heliolisk,591,Audino,766,Heliolisk,1
677,Cryogonal,17,Weedle,677,Cryogonal,1
251,Phanpy,259,Elekid,251,Phanpy,1
53,Parasect,494,Garchomp,494,Garchomp,0
746,Espurr,494,Garchomp,494,Garchomp,0
475,Buneary,723,Braixen,475,Buneary,1
305,Kirlia,238,Magcargo,305,Kirlia,1
288,Linoone,524,Gliscor,288,Linoone,1
751,Aegislash Blade Forme,45,Jigglypuff,751,Aegislash Blade Forme,1
291,Beautifly,470,Shellos,291,Beautifly,1
154,Aerodactyl,325,Skitty,154,Aerodactyl,1
638,Gothitelle,359,Spinda,638,Gothitelle,1
604,Venipede,233,Mega Heracross,233,Mega Heracross,0
19,Beedrill,369,Seviper,19,Beedrill,1
526,Porygon-Z,203,Hoppip,526,Porygon-Z,1
129,Seaking,695,Deino,129,Seaking,1
215,Slowking,719,Chespin,719,Chespin,0
518,Electivire,118,Koffing,518,Electivire,1
127,Seadra,287,Zigzagoon,127,Seadra,1
559,Pignite,214,Murkrow,214,Murkrow,0
762,Dragalge,86,Slowpoke,762,Dragalge,1
557,Serperior,501,Hippowdon,557,Serperior,1
282,Marshtomp,605,Whirlipede,282,Marshtomp,1
307,Mega Gardevoir,149,Porygon,307,Mega Gardevoir,1
425,Primal Groudon,390,Dusclops,425,Primal Groudon,1
612,Sandile,731,Fletchinder,731,Fletchinder,0
387,Banette,311,Breloom,311,Breloom,0
143,Lapras,116,Hitmonchan,116,Hitmonchan,0
340,Mega Manectric,268,Tyranitar,340,Mega Manectric,1
14,Caterpie,162,Dragonite,162,Dragonite,0
570,Liepard,492,Gible,570,Liepard,1
549,Manaphy,127,Seadra,549,Manaphy,1
484,Skuntank,212,Espeon,212,Espeon,0
524,Gliscor,222,Dunsparce,524,Gliscor,1
400,Sealeo,151,Omastar,151,Omastar,0
375,Crawdaunt,255,Smeargle,255,Smeargle,0
738,Flabébé,176,Sentret,738,Flabébé,1
116,Hitmonchan,490,Chatot,490,Chatot,0
2,Ivysaur,394,Mega Absol,394,Mega Absol,0
369,Seviper,505,Toxicroak,505,Toxicroak,0
283,Swampert,254,Stantler,254,Stantler,0
545,Giratina Altered Forme,241,Corsola,545,Giratina Altered Forme,1
49,Oddish,268,Tyranitar,268,Tyranitar,0
522,Leafeon,177,Furret,522,Leafeon,1
699,Volcarona,225,Mega Steelix,225,Mega Steelix,0
160,Dratini,398,Mega Glalie,398,Mega Glalie,0
579,Pidove,691,Vullaby,691,Vullaby,0
337,Mega Medicham,494,Garchomp,494,Garchomp,0
465,Pachirisu,536,Fan Rotom,465,Pachirisu,1
768,Tyrantrum,738,Flabébé,768,Tyrantrum,1
541,Dialga,233,Mega Heracross,541,Dialga,1
462,Mothim,259,Elekid,259,Elekid,0
569,Purrloin,796,Diancie,569,Purrloin,1
145,Eevee,148,Flareon,148,Flareon,0
306,Gardevoir,290,Silcoon,306,Gardevoir,1
581,Unfezant,549,Manaphy,549,Manaphy,0
81,Geodude,70,Kadabra,81,Geodude,1
179,Noctowl,517,Tangrowth,179,Noctowl,1
147,Jolteon,629,Archeops,147,Jolteon,1
274,Grovyle,302,Wingull,274,Grovyle,1
621,Scraggy,271,Ho-oh,271,Ho-oh,0
669,Litwick,318,Whismur,318,Whismur,0
533,Heat Rotom,754,Aromatisse,533,Heat Rotom,1
487,Bonsly,527,Gallade,527,Gallade,0
385,Kecleon,160,Dratini,160,Dratini,0
49,Oddish,636,Gothita,636,Gothita,0
793,Xerneas,372,Barboach,793,Xerneas,1
93,Dodrio,477,Mega Lopunny,477,Mega Lopunny,0
572,Simisage,353,Numel,572,Simisage,1
422,Kyogre,132,Mr. Mime,132,Mr. Mime,0
296,Ludicolo,599,Throh,296,Ludicolo,1
771,Sylveon,323,Azurill,771,Sylveon,1
385,Kecleon,323,Azurill,385,Kecleon,1
523,Glaceon,519,Magmortar,519,Magmortar,0
390,Dusclops,747,Meowstic Male,747,Meowstic Male,0
698,Larvesta,98,Shellder,698,Larvesta,1
472,Ambipom,295,Lombre,472,Ambipom,1
667,Elgyem,797,Mega Diancie,797,Mega Diancie,0
643,Swanna,620,Crustle,643,Swanna,1
450,Luxio,700,Cobalion,700,Cobalion,0
583,Zebstrika,450,Luxio,583,Zebstrika,1
247,Houndour,7,Charizard,7,Charizard,0
614,Krookodile,638,Gothitelle,614,Krookodile,1
15,Metapod,182,Spinarak,182,Spinarak,0
624,Yamask,68,Poliwrath,68,Poliwrath,0
281,Mudkip,716,Meloetta Aria Forme,716,Meloetta Aria Forme,0
167,Chikorita,761,Skrelp,167,Chikorita,1
157,Articuno,141,Gyarados,157,Articuno,1
175,Feraligatr,697,Hydreigon,697,Hydreigon,0
791,Noibat,85,Rapidash,85,Rapidash,0
54,Venonat,214,Murkrow,214,Murkrow,0
50,Gloom,406,Luvdisc,50,Gloom,1
585,Boldore,463,Combee,585,Boldore,1
675,Cubchoo,343,Volbeat,343,Volbeat,0
369,Seviper,392,Chimecho,392,Chimecho,0
30,Arbok,198,Bellossom,30,Arbok,1
406,Luvdisc,403,Huntail,403,Huntail,0
627,Carracosta,173,Totodile,173,Totodile,0
671,Chandelure,395,Wynaut,671,Chandelure,1
359,Spinda,657,Joltik,657,Joltik,0
117,Lickitung,707,Reshiram,707,Reshiram,0
654,Frillish,164,Mega Mewtwo X,654,Frillish,1
86,Slowpoke,377,Claydol,86,Slowpoke,1
699,Volcarona,454,Cranidos,699,Volcarona,1
440,Prinplup,615,Darumaka,615,Darumaka,0
406,Luvdisc,542,Palkia,542,Palkia,0
604,Venipede,142,Mega Gyarados,142,Mega Gyarados,0
231,Shuckle,209,Yanma,209,Yanma,0
441,Empoleon,337,Mega Medicham,337,Mega Medicham,0
116,Hitmonchan,790,Avalugg,116,Hitmonchan,1
305,Kirlia,752,Aegislash Shield Forme,752,Aegislash Shield Forme,0
40,Nidoking,226,Snubbull,40,Nidoking,1
514,Magnezone,602,Swadloon,514,Magnezone,1
629,Archeops,74,Machoke,629,Archeops,1
217,Unown,628,Archen,628,Archen,0
261,Miltank,24,Mega Pidgeot,24,Mega Pidgeot,0
613,Krokorok,189,Igglybuff,613,Krokorok,1
597,Palpitoad,386,Shuppet,597,Palpitoad,1
555,Snivy,682,Mienshao,682,Mienshao,0
165,Mega Mewtwo Y,515,Lickilicky,165,Mega Mewtwo Y,1
766,Heliolisk,395,Wynaut,766,Heliolisk,1
493,Gabite,378,Lileep,493,Gabite,1
339,Manectric,460,Wormadam Sandy Cloak,339,Manectric,1
47,Zubat,711,Kyurem,711,Kyurem,0
619,Dwebble,451,Luxray,451,Luxray,0
105,Drowzee,599,Throh,599,Throh,0
692,Mandibuzz,126,Horsea,692,Mandibuzz,1
74,Machoke,693,Heatmor,693,Heatmor,0
45,Jigglypuff,315,Nincada,315,Nincada,0
596,Tympole,770,Aurorus,596,Tympole,1
595,Conkeldurr,392,Chimecho,392,Chimecho,0
102,Gengar,54,Venonat,102,Gengar,1
742,Gogoat,666,Eelektross,742,Gogoat,1
343,Volbeat,407,Bagon,343,Volbeat,1
438,Infernape,604,Venipede,438,Infernape,1
111,Exeggcute,294,Lotad,111,Exeggcute,1
468,Cherubi,342,Minun,342,Minun,0
528,Mega Gallade,794,Yveltal,794,Yveltal,0
513,Weavile,461,Wormadam Trash Cloak,513,Weavile,1
424,Groudon,604,Venipede,424,Groudon,1
383,Milotic,536,Fan Rotom,536,Fan Rotom,0
56,Diglett,795,Zygarde Half Forme,795,Zygarde Half Forme,0
292,Cascoon,246,Skarmory,246,Skarmory,0
593,Timburr,332,Lairon,332,Lairon,0
352,Wailord,697,Hydreigon,697,Hydreigon,0
520,Togekiss,184,Crobat,184,Crobat,0
504,Croagunk,426,Rayquaza,426,Rayquaza,0
21,Pidgey,602,Swadloon,21,Pidgey,1
343,Volbeat,622,Scrafty,343,Volbeat,1
224,Steelix,228,Qwilfish,228,Qwilfish,0
160,Dratini,354,Camerupt,160,Dratini,1
490,Chatot,24,Mega Pidgeot,24,Mega Pidgeot,0
158,Zapdos,274,Grovyle,158,Zapdos,1
713,Kyurem White Kyurem,331,Aron,713,Kyurem White Kyurem,1
414,Mega Metagross,518,Electivire,414,Mega Metagross,1
141,Gyarados,538,Uxie,538,Uxie,0
713,Kyurem White Kyurem,218,Wobbuffet,713,Kyurem White Kyurem,1
273,Treecko,765,Helioptile,765,Helioptile,0
97,Muk,701,Terrakion,701,Terrakion,0
603,Leavanny,452,Budew,603,Leavanny,1
514,Magnezone,640,Duosion,514,Magnezone,1
542,Palkia,615,Darumaka,542,Palkia,1
63,,399,Spheal,63,,1
676,Beartic,142,Mega Gyarados,142,Mega Gyarados,0
274,Grovyle,615,Darumaka,615,Darumaka,0
792,Noivern,498,Lucario,792,Noivern,1
586,Gigalith,751,Aegislash Blade Forme,751,Aegislash Blade Forme,0
495,Mega Garchomp,489,Happiny,495,Mega Garchomp,1
280,Mega Blaziken,83,Golem,280,Mega Blaziken,1
291,Beautifly,54,Venonat,291,Beautifly,1
73,Machop,415,Regirock,415,Regirock,0
531,Froslass,659,Ferroseed,531,Froslass,1
230,Mega Scizor,674,Haxorus,674,Haxorus,0
455,Rampardos,531,Froslass,531,Froslass,0
662,Klang,382,Feebas,662,Klang,1
464,Vespiquen,751,Aegislash Blade Forme,751,Aegislash Blade Forme,0
572,Simisage,102,Gengar,102,Gengar,0
213,Umbreon,232,Heracross,232,Heracross,0
591,Audino,100,Gastly,100,Gastly,0
470,Shellos,258,Smoochum,258,Smoochum,0
720,Quilladin,243,Octillery,720,Quilladin,1
381,Armaldo,783,Pumpkaboo Large Size,783,Pumpkaboo Large Size,0
157,Articuno,525,Mamoswine,157,Articuno,1
1,Bulbasaur,687,Bisharp,687,Bisharp,0
376,Baltoy,301,Swellow,301,Swellow,0
665,Eelektrik,567,Herdier,567,Herdier,0
790,Avalugg,124,Kangaskhan,124,Kangaskhan,0
356,Torkoal,436,Chimchar,436,Chimchar,0
715,Keldeo Resolute Forme,442,Starly,715,Keldeo Resolute Forme,1
415,Regirock,732,Talonflame,415,Regirock,1
216,Misdreavus,195,Flaaffy,216,Misdreavus,1
520,Togekiss,700,Cobalion,700,Cobalion,0
191,Togetic,116,Hitmonchan,116,Hitmonchan,0
227,Granbull,573,Pansear,573,Pansear,0
83,Golem,742,Gogoat,742,Gogoat,0
661,Klink,366,Altaria,366,Altaria,0
767,Tyrunt,15,Metapod,767,Tyrunt,1
567,Herdier,217,Unown,567,Herdier,1
276,Mega Sceptile,619,Dwebble,276,Mega Sceptile,1
371,Solrock,31,Pikachu,31,Pikachu,0
163,Mewtwo,470,Shellos,163,Mewtwo,1
696,Zweilous,576,Simipour,576,Simipour,0
163,Mewtwo,132,Mr. Mime,163,Mewtwo,1
496,Munchlax,319,Loudred,496,Munchlax,1
676,Beartic,614,Krookodile,614,Krookodile,0
164,Mega Mewtwo X,141,Gyarados,164,Mega Mewtwo X,1
639,Solosis,562,Dewott,562,Dewott,0
138,Mega Pinsir,233,Mega Heracross,138,Mega Pinsir,1
283,Swampert,413,Metagross,413,Metagross,0
227,Granbull,32,Raichu,32,Raichu,0
606,Scolipede,360,Trapinch,606,Scolipede,1
429,Deoxys Normal Forme,375,Crawdaunt,429,Deoxys Normal Forme,1
286,Mightyena,21,Pidgey,286,Mightyena,1
800,Volcanion,422,Kyogre,422,Kyogre,0
498,Lucario,199,Marill,498,Lucario,1
214,Murkrow,380,Anorith,214,Murkrow,1
679,Accelgor,94,Seel,679,Accelgor,1
602,Swadloon,150,Omanyte,602,Swadloon,1
163,Mewtwo,675,Cubchoo,163,Mewtwo,1
684,Golett,467,Floatzel,467,Floatzel,0
368,Zangoose,376,Baltoy,368,Zangoose,1
137,Pinsir,153,Kabutops,137,Pinsir,1
744,Pangoro,248,Houndoom,248,Houndoom,0
283,Swampert,336,Medicham,336,Medicham,0
282,Marshtomp,288,Linoone,288,Linoone,0
710,Landorus Therian Forme,646,Vanilluxe,710,Landorus Therian Forme,1
713,Kyurem White Kyurem,250,Kingdra,713,Kyurem White Kyurem,1
